track_num,rh_diff,spring_rate,!laptime,minAeroD,maxAeroD,minAeroLF,maxAeroLF,minAeroLR,maxAeroLR,AXvehicle,AYvehicle,minRideFL,maxRideFL,minRideFR,maxRideFR,minRideRL,maxRideRL,minRideRR,maxRideRR,minRollSrel,maxRollSrel,slipaFL,slipaFR,slipaRL,slipaRR,sliprFL,sliprFR,sliprRL,sliprRR,speed,yawa,yawv,minSteeringSignal,maxSteeringSignal,minSteeringWheelAngle,maxSteeringWheelAngle,minSteerL,maxSteerL,minSteerR,maxSteerR,minYawPath,avgYawPath,maxYawPath,FzFL,FzFR,FzRL,FzRR
1,-0.5,100,4.188,1.8028,151.31,-88.5,-1.2805,-205.16,-2.8456,1.2476,1.22E-06,0.39789,1.3975,0.39787,1.3928,0.0059513,0.62808,-0.0026528,0.62691,-0.010514,-1.20E-05,-0.078851,0.13351,0.26457,-0.047191,0.015528,0.015468,0.046432,0.046459,55.287,0.52209,8.82E-06,-0.00071897,0.018021,-0.00071897,0.018021,-0.00017041,0.0042714,-0.00017042,0.0042716,-0.00069727,0.00038709,0.0015954,193.6,193.61,283.28,281.81
1,-0.5,110,4.167,1.8045,160.21,-88.876,-1.2891,-216.39,-2.8643,1.2476,1.81E-06,0.40395,1.3398,0.40394,1.3352,0.0048814,0.6476,-0.0024181,0.64653,-0.0092576,-1.21E-05,-0.079071,0.12685,0.26432,-0.039588,0.015518,0.015455,0.046494,0.046523,56.899,0.71763,7.56E-06,-0.00066045,0.016899,-0.00066045,0.016899,-0.00015654,0.0040053,-0.00015655,0.0040054,-0.00074235,0.00034665,0.0014486,193.78,193.78,286.91,285.51
1,-0.5,120,4.149,1.8059,167.67,-89.259,-1.2973,-226.28,-2.8771,1.2476,3.22E-06,0.4097,1.2919,0.40969,1.2875,0.0033361,0.66142,-0.0016123,0.66043,-0.0082212,-1.22E-05,-0.079452,0.12178,0.26421,-0.034186,0.01551,0.015444,0.046544,0.046574,58.206,0.86394,6.36E-06,-0.00060781,0.017746,-0.00060781,0.017746,-0.00014406,0.0042062,-0.00014407,0.0042064,-0.00083774,0.00030131,0.0015408,193.96,193.96,290.65,289.32
1,-0.5,130,4.14,1.8068,172.48,-89.745,-1.3051,-233.49,-2.8915,1.2476,4.19E-06,0.41507,1.2516,0.41505,1.2472,-0.0078597,0.67179,-0.014373,0.67087,-0.0077086,-1.22E-05,-0.079582,0.11782,0.26752,-0.030122,0.015503,0.015435,0.046585,0.046615,59.057,0.75563,3.16E-06,-0.00056093,0.018641,-0.00056093,0.018641,-0.00013295,0.0044182,-0.00013296,0.0044184,-0.00085551,0.0002324,0.0015467,194.21,194.22,295.12,293.79
1,-0.5,140,4.134,1.8074,176.96,-90.188,-1.3126,-240.47,-2.8994,1.2477,3.71E-06,0.42026,1.2171,0.42025,1.2129,-0.030337,0.67989,-0.036554,0.67903,-0.0070623,-1.22E-05,-0.079754,0.11466,0.27474,-0.026944,0.015497,0.015428,0.046618,0.046649,59.831,0.87272,8.29E-07,-0.00051923,0.019403,-0.00051923,0.019403,-0.00012307,0.0045989,-0.00012307,0.0045991,-0.00064659,0.00017054,0.0012888,194.44,194.44,299.23,297.94
1,-0.5,150,4.131,1.8079,180.56,-90.628,-1.3216,-246.27,-2.9026,1.2477,1.29E-06,0.42525,1.1872,0.42524,1.1832,-0.044319,0.6864,-0.04984,0.6856,-0.0064889,-1.24E-05,-0.079972,0.1121,0.27897,-0.024384,0.015492,0.015421,0.046645,0.046677,60.467,0.98669,1.37E-06,-0.00048204,0.020041,-0.00048204,0.020041,-0.00011425,0.0047501,-0.00011426,0.0047503,-0.00013743,0.00012165,0.00078862,194.66,194.67,303.43,302.18
1,-0.5,160,4.131,1.8082,182.92,-91.013,-1.329,-250.95,-2.9045,1.2477,2.10E-06,0.43467,1.1612,0.43465,1.1573,-0.064223,0.69176,-0.069315,0.691,-0.005996,-1.87E-05,-0.080211,0.10998,0.28527,-0.022277,0.015487,0.015416,0.046668,0.046701,60.883,0.89622,-1.76E-06,-0.00044874,0.020565,-0.00044874,0.020565,-0.00010636,0.0048743,-0.00010636,0.0048745,-0.0001708,7.13E-05,0.0006613,194.86,194.87,307.7,306.49
1,-0.5,170,4.131,1.8084,183.45,-92.128,-1.3402,-253.93,-2.9061,1.2477,2.87E-06,0.45087,1.1382,0.45085,1.1344,0.039248,0.69624,0.034355,0.69552,-0.0054237,-1.88E-05,-0.081291,0.1082,0.24872,-0.020509,0.015483,0.015411,0.046688,0.04672,60.952,1.0096,-1.27E-06,-0.0004188,0.020988,-0.0004188,0.020988,-9.93E-05,0.0049746,-9.93E-05,0.0049748,-0.00021832,2.13E-05,0.00058055,195.03,195.03,310.7,309.56
1,-0.5,180,4.131,1.8086,183.84,-95.747,-1.3496,-257.12,-2.9073,1.2477,3.62E-06,0.46511,1.1178,0.46509,1.1142,0.11783,0.70005,0.1133,0.69937,-0.0050518,-1.89E-05,-0.082202,0.1067,0.22045,-0.019005,0.01548,0.015407,0.046704,0.046737,60.951,1.1574,-7.54E-07,-0.00039178,0.021323,-0.00039178,0.021323,-9.29E-05,0.0050539,-9.29E-05,0.0050542,-0.00026207,-2.72E-05,0.00051087,195.23,195.23,312.31,311.21
1,-0.5,190,4.131,1.8087,184.09,-99.349,-1.361,-259.5,-2.9083,1.2477,4.34E-06,0.47769,1.0996,0.47768,1.0961,0.17255,0.70334,0.16831,0.70269,-0.0047188,-1.88E-05,-0.082799,0.10544,0.20046,-0.017709,0.015477,0.015404,0.046718,0.046752,60.95,1.1593,-2.22E-07,-0.00036728,0.021605,-0.00036728,0.021605,-8.71E-05,0.0051208,-8.71E-05,0.005121,-0.00030269,-7.16E-05,0.0004542,195.47,195.47,313.52,312.45
1,-0.5,200,4.131,1.8088,184.27,-102.98,-1.3706,-261.46,-2.9091,1.2477,5.03E-06,0.48889,1.0833,0.48888,1.0799,0.2148,0.7062,0.2108,0.70558,-0.0045429,-1.83E-05,-0.083232,0.10436,0.18487,-0.01658,0.015474,0.0154,0.04673,0.046764,60.951,1.2432,3.24E-07,-0.00034498,0.021897,-0.00034498,0.021897,-8.18E-05,0.0051899,-8.18E-05,0.0051901,-0.00035076,-0.00011224,0.00039659,195.74,195.75,314.51,313.46
1,-0.5,210,4.131,1.8088,184.33,-104.77,-1.3839,-262.51,-2.9098,1.2477,6.25E-06,0.49876,1.0685,0.49874,1.0652,0.23125,0.70871,0.23014,0.70812,-0.0049903,-1.79E-05,-0.0847,0.10344,0.17861,-0.015587,0.015472,0.015397,0.04674,0.046774,60.95,1.4687,8.64E-07,-0.00032461,0.022199,-0.00032461,0.022199,-7.69E-05,0.0052615,-7.69E-05,0.0052617,-0.00050695,-0.00014796,0.00022166,196.08,196.09,314.69,314.38
1,-0.5,220,4.131,1.8089,184.33,-105.17,-1.3936,-262.99,-2.9103,1.2477,8.36E-06,0.50785,1.0551,0.50783,1.0518,0.23482,0.71093,0.23371,0.71036,-0.005074,-1.76E-05,-0.084689,0.10264,0.17727,-0.014708,0.01547,0.015394,0.046749,0.046783,60.95,1.4214,1.42E-06,-0.00030593,0.022508,-0.00030593,0.022508,-7.25E-05,0.0053347,-7.25E-05,0.0053349,-0.00060859,-0.00017721,0.00020788,196.39,196.4,314.94,314.63
1,-0.5,230,4.131,1.8089,184.33,-105.57,-1.4105,-263.45,-2.9108,1.2477,9.73E-06,0.51613,1.0428,0.51612,1.0397,0.23839,0.71291,0.23729,0.71237,-0.0053334,-1.72E-05,-0.08468,0.10195,0.17593,-0.013924,0.015468,0.015392,0.046757,0.046791,60.949,1.6478,1.98E-06,-0.00028876,0.025727,-0.00028876,0.025727,-6.84E-05,0.0060977,-6.84E-05,0.0060979,-0.00070494,-0.00020506,0.00019521,196.71,196.71,315.18,314.86
1,-0.5,240,4.131,1.809,184.34,-105.97,-1.4292,-263.89,-2.9112,1.2477,1.24E-05,0.52374,1.0316,0.52372,1.0285,0.24198,0.71469,0.24088,0.71417,-0.005437,-1.69E-05,-0.084674,0.10134,0.17458,-0.013219,0.015467,0.015389,0.046763,0.046798,60.949,1.6482,2.53E-06,-0.00027293,0.0291,-0.00027293,0.0291,-6.47E-05,0.0068972,-6.47E-05,0.0068974,-0.00082232,-0.00023204,0.00018354,197.02,197.03,315.41,315.08
1,-0.5,250,4.131,1.809,184.34,-106.37,-1.4437,-264.31,-2.9116,1.2477,1.40E-05,0.53077,1.0213,0.53075,1.0183,0.24561,0.71629,0.24451,0.71579,-0.0054635,-1.65E-05,-0.084671,0.10081,0.17322,-0.012583,0.015466,0.015386,0.046769,0.046804,60.949,1.3436,3.06E-06,-0.00025828,0.030152,-0.00025828,0.030152,-6.12E-05,0.0071465,-6.12E-05,0.0071468,-0.00087816,-0.00025793,0.00017276,197.33,197.33,315.64,315.29
1,-0.5,260,4.131,1.809,184.35,-106.78,-1.4647,-264.71,-2.9119,1.2477,1.54E-05,0.53729,1.0118,0.53727,1.0088,0.24931,0.71775,0.2482,0.71727,-0.0053051,-1.61E-05,-0.084672,0.10035,0.17183,-0.012006,0.015465,0.015384,0.046773,0.046809,60.948,1.4608,3.57E-06,-0.00024469,0.031677,-0.00024469,0.031677,-5.80E-05,0.0075081,-5.80E-05,0.0075084,-0.00093352,-0.00028257,0.00016276,197.62,197.63,315.85,315.49
1,-0.5,270,4.131,1.809,184.35,-107.19,-1.4818,-265.1,-2.9122,1.2477,1.79E-05,0.54336,1.003,0.54335,1.0001,0.25309,0.71908,0.25196,0.71861,-0.005549,-1.58E-05,-0.084677,0.1006,0.17041,-0.01148,0.015468,0.015379,0.046777,0.046813,60.948,1.4421,4.05E-06,-0.00023206,0.034812,-0.00023206,0.034812,-5.50E-05,0.0082512,-5.50E-05,0.0082514,-0.0010329,-0.00030663,0.00015348,197.9,197.91,316.06,315.68
1,-0.5,280,4.131,1.809,184.36,-107.62,-1.5012,-265.48,-2.9125,1.2477,2.02E-05,0.54904,0.99479,0.54902,0.99195,0.25694,0.72029,0.25581,0.71984,-0.0056972,-1.54E-05,-0.084686,0.10146,0.16895,-0.010998,0.015478,0.015366,0.04678,0.046817,60.947,1.4566,4.51E-06,-0.00022029,0.038908,-0.00022029,0.038908,-5.22E-05,0.0092219,-5.22E-05,0.0092222,-0.001127,-0.00032975,0.00014483,198.18,198.18,316.26,315.87
1,-0.5,290,4.131,1.809,184.37,-108.06,-1.5207,-265.84,-2.9127,1.2477,2.17E-05,0.55435,0.98718,0.55433,0.98439,0.26088,0.72141,0.25973,0.72097,-0.0055794,-1.51E-05,-0.084699,0.10169,0.16747,-0.010556,0.015483,0.01536,0.046783,0.04682,60.947,1.5497,4.92E-06,-0.0002093,0.039959,-0.0002093,0.039959,-4.96E-05,0.009471,-4.96E-05,0.0094712,-0.0011647,-0.00035169,0.00013677,198.44,198.45,316.46,316.06
1,-0.5,300,4.131,1.8091,184.38,-108.51,-1.5416,-266.2,-2.9129,1.2477,2.61E-05,0.55932,0.98129,0.55931,0.97617,0.26488,0.72244,0.26373,0.72202,-0.0060186,-1.48E-05,-0.083584,0.10368,0.16596,-0.010148,0.015506,0.015336,0.046765,0.046834,60.946,0.34844,5.31E-06,-0.00019902,0.048308,-0.00019902,0.048308,-4.72E-05,0.01145,-4.72E-05,0.01145,-0.0012829,-0.00038136,0.00012922,198.7,198.7,316.65,316.23
1,-0.5,310,4.131,1.8091,184.39,-108.98,-1.5621,-266.56,-2.9131,1.2478,2.95E-05,0.564,0.97495,0.56399,0.96939,0.26896,0.72339,0.26779,0.72298,-0.0061413,-1.46E-05,-0.082494,0.10433,0.16443,-0.0097701,0.015506,0.015336,0.046745,0.046822,60.946,0.14574,5.66E-06,-0.00018938,0.052204,-0.00018938,0.052204,-4.49E-05,0.012373,-4.49E-05,0.012374,-0.0014133,-0.0004396,0.00012215,198.94,198.95,316.84,316.41
1,-0.5,320,4.131,1.8091,184.4,-109.45,-1.5808,-266.9,-2.9132,1.2478,3.03E-05,0.5684,0.96872,0.56839,0.96333,0.27309,0.72427,0.27192,0.72387,-0.0059592,-1.43E-05,-0.082219,0.10405,0.16287,-0.0094199,0.015506,0.015337,0.04673,0.046806,60.945,0.12437,5.96E-06,-0.00018033,0.051889,-0.00018033,0.051889,-4.27E-05,0.012299,-4.27E-05,0.012299,-0.0014508,-0.00048467,0.00011786,199.19,199.19,317.03,316.58
1,-0.5,330,4.131,1.8091,184.41,-109.94,-1.5968,-267.24,-2.9134,1.2478,3.09E-05,0.57256,0.96286,0.57254,0.95764,0.27728,0.72509,0.27609,0.72471,-0.0057861,-1.41E-05,-0.082048,0.10379,0.16129,-0.0090941,0.015506,0.015338,0.046716,0.046791,60.945,0.11245,6.20E-06,-0.00017181,0.051596,-0.00017181,0.051596,-4.07E-05,0.012229,-4.07E-05,0.012229,-0.0014725,-0.00052447,0.00011402,199.42,199.43,317.21,316.75
1,-0.5,340,4.131,1.8091,184.42,-110.45,-1.6105,-267.58,-2.9135,1.2478,3.14E-05,0.57648,0.95735,0.57647,0.95227,0.2815,0.72585,0.28032,0.72548,-0.0056223,-1.39E-05,-0.081933,0.10355,0.1597,-0.0087903,0.015506,0.015339,0.046703,0.046779,60.944,0.10382,6.41E-06,-0.00016378,0.05132,-0.00016378,0.05132,-3.88E-05,0.012164,-3.88E-05,0.012164,-0.0014934,-0.00056198,0.0001104,199.65,199.65,317.39,316.92
1,-0.5,350,4.131,1.8091,184.43,-110.96,-1.6222,-267.91,-2.9137,1.2478,3.19E-05,0.58019,0.95215,0.58018,0.94721,0.28576,0.72657,0.28458,0.72621,-0.0054672,-1.37E-05,-0.081856,0.10332,0.15809,-0.0085062,0.015505,0.01534,0.046692,0.046767,60.944,0.097734,6.58E-06,-0.00015621,0.051059,-0.00015621,0.051059,-3.70E-05,0.012102,-3.70E-05,0.012102,-0.0015134,-0.0006018,0.00010698,199.87,199.88,317.56,317.08
1,-0.5,360,4.131,1.8091,184.44,-111.49,-1.6322,-268.23,-2.9138,1.2478,3.23E-05,0.58371,0.94723,0.5837,0.94243,0.29004,0.72724,0.28886,0.72688,-0.0053206,-1.40E-05,-0.081804,0.1031,0.15647,-0.0082401,0.015505,0.01534,0.046682,0.046756,60.943,0.095379,6.74E-06,-0.00014905,0.050812,-0.00014905,0.050812,-3.53E-05,0.012043,-3.53E-05,0.012044,-0.0015325,-0.00065339,0.00010374,200.09,200.09,317.73,317.24
1,-0.5,370,4.131,1.8091,184.46,-112.04,-1.6412,-268.55,-2.9139,1.2478,3.28E-05,0.58705,0.94258,0.58704,0.93791,0.29433,0.72787,0.29314,0.72752,-0.005181,-1.37E-05,-0.081778,0.1029,0.15485,-0.0079902,0.015505,0.015341,0.046673,0.046747,60.942,0.10103,6.89E-06,-0.00014228,0.050575,-0.00014228,0.050575,-3.37E-05,0.011987,-3.37E-05,0.011987,-0.0015507,-0.00069328,0.00010067,200.3,200.3,317.91,317.4
1,-0.5,380,4.131,1.8091,184.46,-112.59,-1.6496,-268.86,-2.914,1.2478,3.32E-05,0.5901,0.93818,0.59009,0.93363,0.29862,0.72846,0.29744,0.72812,-0.0050451,-1.35E-05,-0.081792,0.10271,0.15323,-0.0077552,0.015504,0.015342,0.046665,0.046738,60.941,0.099597,7.04E-06,-0.00013586,0.050348,-0.00013586,0.050348,-3.22E-05,0.011933,-3.22E-05,0.011934,-0.0015681,-0.00072608,9.78E-05,200.56,200.56,318.07,317.56
1,-0.5,390,4.131,1.8091,184.47,-113.16,-1.6575,-269.18,-2.9141,1.2478,3.36E-05,0.59313,0.934,0.59312,0.92956,0.30288,0.72901,0.30171,0.72869,-0.0049167,-1.33E-05,-0.081806,0.10253,0.15162,-0.0075336,0.015504,0.015342,0.046657,0.04673,60.94,0.1019,7.18E-06,-0.00012977,0.050129,-0.00012977,0.050129,-3.08E-05,0.011882,-3.08E-05,0.011882,-0.0015846,-0.00075389,9.50E-05,200.76,200.76,318.24,317.72
1,-0.5,400,4.131,1.8091,184.48,-113.74,-1.6644,-269.49,-2.9141,1.2478,3.39E-05,0.59602,0.93002,0.596,0.92569,0.30712,0.72954,0.30595,0.72922,-0.004795,-1.31E-05,-0.08182,0.10236,0.15001,-0.0073245,0.015504,0.015343,0.04665,0.046723,60.939,0.10584,7.33E-06,-0.00012399,0.049918,-0.00012399,0.049918,-2.94E-05,0.011832,-2.94E-05,0.011832,-0.0016002,-0.00076535,9.24E-05,200.95,200.96,318.4,317.87
1,-0.5,410,4.131,1.8091,184.5,-114.34,-1.671,-269.79,-2.9142,1.2478,3.43E-05,0.59877,0.92624,0.59876,0.92202,0.31131,0.73004,0.31015,0.72973,-0.0046795,-1.29E-05,-0.081829,0.1022,0.14843,-0.0071268,0.015503,0.015343,0.046644,0.046716,60.939,0.10385,7.48E-06,-0.00011849,0.049714,-0.00011849,0.049714,-2.81E-05,0.011783,-2.81E-05,0.011783,-0.0016151,-0.00077669,8.99E-05,201.14,201.15,318.56,318.03
1,-0.5,420,4.131,1.8091,184.51,-114.93,-1.6773,-270.09,-2.9143,1.2478,3.46E-05,0.6014,0.92264,0.60139,0.91852,0.31544,0.73051,0.31429,0.7302,-0.0045698,-1.27E-05,-0.081817,0.10205,0.14686,-0.0069395,0.015503,0.015344,0.046638,0.04671,60.938,0.094782,7.62E-06,-0.00011326,0.049515,-0.00011326,0.049515,-2.68E-05,0.011736,-2.68E-05,0.011736,-0.0016292,-0.00078963,8.75E-05,201.33,201.33,318.72,318.18
1,-0.5,430,4.131,1.8091,184.52,-115.53,-1.6825,-270.39,-2.9143,1.2478,3.50E-05,0.60392,0.91921,0.60391,0.91518,0.31951,0.73095,0.31838,0.73066,-0.0044653,-1.26E-05,-0.081804,0.10191,0.14532,-0.0067619,0.015503,0.015344,0.046633,0.046704,60.938,0.093756,7.76E-06,-0.00010827,0.049322,-0.00010827,0.049322,-2.57E-05,0.01169,-2.57E-05,0.01169,-0.0016426,-0.0008078,8.52E-05,201.51,201.51,318.87,318.33
1,-0.5,440,4.131,1.8091,184.53,-116.13,-1.6875,-270.68,-2.9144,1.2478,3.53E-05,0.60633,0.91593,0.60632,0.91199,0.32351,0.73138,0.32239,0.73109,-0.0043658,-1.24E-05,-0.081791,0.10177,0.1438,-0.0065933,0.015502,0.015344,0.046628,0.046699,60.937,0.092785,7.90E-06,-0.00010352,0.049133,-0.00010352,0.049133,-2.45E-05,0.011646,-2.45E-05,0.011646,-0.0016553,-0.00082717,8.30E-05,201.69,201.69,319.02,318.48
1,-0.5,450,4.131,1.8091,184.54,-116.73,-1.6923,-270.97,-2.9145,1.2478,3.55E-05,0.60864,0.9128,0.60863,0.90894,0.32743,0.73178,0.32632,0.7315,-0.0042708,-1.22E-05,-0.081779,0.10164,0.14232,-0.0064329,0.015502,0.015345,0.046624,0.046694,60.936,0.091865,8.29E-06,-9.90E-05,0.048949,-9.90E-05,0.048949,-2.35E-05,0.011602,-2.35E-05,0.011602,-0.0016673,-0.00084611,8.09E-05,201.86,201.87,319.17,318.63
1,-0.5,460,4.131,1.8091,184.54,-117.32,-1.6966,-271.24,-2.9145,1.2478,3.58E-05,0.61083,0.90981,0.61081,0.90603,0.33127,0.73216,0.33018,0.73189,-0.00418,-1.90E-05,-0.081769,0.10151,0.14086,-0.0062802,0.015502,0.015345,0.046619,0.04669,60.934,0.09099,7.77E-06,-9.46E-05,0.048769,-9.46E-05,0.048769,-2.24E-05,0.011559,-2.24E-05,0.011559,-0.0016786,-0.00086454,7.89E-05,202.04,202.05,319.31,318.77
1,-0.5,470,4.131,1.8091,184.56,-117.9,-1.7004,-271.52,-2.9146,1.2478,3.61E-05,0.61234,0.90694,0.61232,0.90323,0.33501,0.73253,0.33394,0.73226,-0.0040931,-2.00E-05,-0.081759,0.10139,0.13945,-0.0061346,0.015501,0.015346,0.046616,0.046686,60.934,0.090157,5.41E-06,-9.05E-05,0.048592,-9.05E-05,0.048592,-2.15E-05,0.011517,-2.15E-05,0.011518,-0.0016893,-0.0008821,7.70E-05,202.51,202.52,319.45,318.91
1,-0.5,480,4.131,1.8091,184.57,-118.47,-1.704,-271.79,-2.9146,1.2478,3.63E-05,0.61382,0.90419,0.6138,0.90056,0.33865,0.73288,0.3376,0.73261,-0.00401,-1.97E-05,-0.081751,0.10127,0.13806,-0.0059957,0.015501,0.015346,0.046612,0.046682,60.933,0.089361,5.54E-06,-8.65E-05,0.048419,-8.65E-05,0.048419,-2.05E-05,0.011476,-2.05E-05,0.011476,-0.0016995,-0.00089917,7.52E-05,202.96,202.96,319.59,319.05
1,-0.5,490,4.131,1.8091,184.58,-119.02,-1.7075,-272.05,-2.9147,1.2478,3.65E-05,0.61526,0.90155,0.61524,0.89799,0.3422,0.73321,0.34117,0.73295,-0.0039303,-1.93E-05,-0.081745,0.10116,0.13671,-0.005863,0.015501,0.015346,0.046609,0.046678,60.933,0.0886,6.30E-06,-8.27E-05,0.048249,-8.27E-05,0.048249,-1.96E-05,0.011436,-1.96E-05,0.011436,-0.001709,-0.00091549,7.35E-05,203.39,203.4,319.73,319.18
1,-0.5,500,4.131,1.8091,184.59,-119.57,-1.7108,-272.31,-2.9147,1.2478,3.67E-05,0.61666,0.89902,0.61664,0.89553,0.34566,0.73353,0.34464,0.73327,-0.0038538,-1.90E-05,-0.081739,0.10106,0.1354,-0.0057361,0.0155,0.015347,0.046605,0.046675,60.932,0.08787,9.21E-06,-7.91E-05,0.048082,-7.91E-05,0.048082,-1.87E-05,0.011396,-1.87E-05,0.011397,-0.0017181,-0.00092464,7.18E-05,203.81,203.82,319.86,319.32
1,-0.5,510,4.131,1.8091,184.6,-120.09,-1.7139,-272.56,-2.9148,1.2478,3.69E-05,0.61801,0.89658,0.61799,0.89316,0.34902,0.73384,0.34802,0.73358,-0.0037804,-1.86E-05,-0.081735,0.10095,0.13413,-0.0056146,0.0155,0.015347,0.046603,0.046671,60.932,0.087171,1.12E-05,-7.56E-05,0.047917,-7.56E-05,0.047917,-1.79E-05,0.011357,-1.79E-05,0.011357,-0.0017266,-0.00093483,7.02E-05,204.22,204.23,319.98,319.45
1,-0.5,520,4.131,1.809,184.61,-120.6,-1.7165,-272.8,-2.9148,1.2478,3.71E-05,0.61933,0.89424,0.61932,0.89089,0.35228,0.73413,0.35131,0.73388,-0.0037098,-1.83E-05,-0.081732,0.10086,0.13289,-0.0054982,0.0155,0.015347,0.0466,0.046668,60.931,0.086498,1.34E-05,-7.22E-05,0.047755,-7.22E-05,0.047755,-1.71E-05,0.011319,-1.71E-05,0.011319,-0.0017346,-0.00094827,6.86E-05,204.63,204.63,320.11,319.57
1,-0.5,530,4.131,1.809,184.62,-121.1,-1.7189,-273.04,-2.9148,1.2478,3.73E-05,0.62063,0.89199,0.62062,0.8887,0.35546,0.73441,0.3545,0.73416,-0.0036419,-1.80E-05,-0.081731,0.10076,0.13168,-0.0053866,0.015499,0.015348,0.046597,0.046665,60.931,0.08585,1.40E-05,-6.90E-05,0.047594,-6.90E-05,0.047594,-1.64E-05,0.011281,-1.64E-05,0.011281,-0.0017422,-0.00096127,6.71E-05,205.01,205.02,320.23,319.7
1,-0.5,540,4.131,1.809,184.63,-121.58,-1.7212,-273.28,-2.9149,1.2478,3.75E-05,0.62191,0.88983,0.6219,0.88659,0.35857,0.73468,0.35762,0.73444,-0.0035765,-1.77E-05,-0.08173,0.10067,0.1305,-0.0052795,0.015499,0.015348,0.046595,0.046663,60.93,0.085225,1.44E-05,-6.59E-05,0.047437,-6.59E-05,0.047437,-1.56E-05,0.011243,-1.56E-05,0.011244,-0.0017493,-0.00097398,6.56E-05,205.37,205.38,320.35,319.82
1,-0.5,550,4.131,1.809,184.64,-122.05,-1.7229,-273.5,-2.9149,1.2478,3.76E-05,0.62318,0.88774,0.62316,0.88455,0.3616,0.73494,0.36067,0.7347,-0.0035135,-1.74E-05,-0.081731,0.10058,0.12934,-0.0051765,0.015499,0.015348,0.046593,0.04666,60.93,0.084622,1.48E-05,-6.30E-05,0.047281,-6.30E-05,0.047281,-1.49E-05,0.011206,-1.49E-05,0.011207,-0.001756,-0.00098649,6.43E-05,205.72,205.73,320.47,319.93
1,-0.5,560,4.131,1.809,184.65,-122.51,-1.724,-273.73,-2.9149,1.2478,3.78E-05,0.62444,0.88572,0.62442,0.88259,0.36456,0.73518,0.36364,0.73495,-0.0034528,-1.72E-05,-0.081732,0.1005,0.12822,-0.0050776,0.015498,0.015348,0.04659,0.046658,60.929,0.084039,1.50E-05,-6.01E-05,0.047127,-6.01E-05,0.047127,-1.42E-05,0.01117,-1.42E-05,0.01117,-0.0017623,-0.00099844,6.29E-05,206.04,206.05,320.58,320.05
1,-0.5,570,4.131,1.809,184.66,-122.95,-1.7248,-273.94,-2.915,1.2478,3.79E-05,0.62568,0.88378,0.62566,0.8807,0.36746,0.73542,0.36655,0.7352,-0.0033942,-1.69E-05,-0.081735,0.10041,0.12711,-0.0049824,0.015498,0.015349,0.046588,0.046655,60.929,0.083475,1.52E-05,-5.74E-05,0.046974,-5.74E-05,0.046974,-1.36E-05,0.011134,-1.36E-05,0.011134,-0.0017682,-0.0010103,6.16E-05,206.35,206.36,320.69,320.16
1,-0.5,580,4.131,1.809,184.66,-123.39,-1.7255,-274.15,-2.915,1.2479,3.81E-05,0.62691,0.8819,0.6269,0.87888,0.3703,0.73565,0.3694,0.73543,-0.0033377,-1.66E-05,-0.081738,0.10033,0.12603,-0.0048907,0.015498,0.015349,0.046586,0.046653,60.928,0.082928,1.53E-05,-5.47E-05,0.046824,-5.47E-05,0.046824,-1.30E-05,0.011098,-1.30E-05,0.011098,-0.0017738,-0.0010221,6.04E-05,206.63,206.64,320.8,320.27
1,-0.5,590,4.131,1.809,184.67,-123.81,-1.7262,-274.35,-2.915,1.2479,3.82E-05,0.62805,0.88008,0.62803,0.87711,0.37308,0.73587,0.3722,0.73565,-0.003283,-1.64E-05,-0.081743,0.10026,0.12497,-0.0048024,0.015497,0.015349,0.046585,0.046651,60.927,0.082397,1.53E-05,-5.21E-05,0.046675,-5.21E-05,0.046675,-1.24E-05,0.011063,-1.24E-05,0.011063,-0.001779,-0.0010328,5.92E-05,206.95,206.96,320.9,320.37
1,-0.45,100,4.17,1.81,158.14,-93.212,-1.356,-214.9,-2.9228,1.2476,1.70E-06,0.44307,1.4518,0.44306,1.4471,0.0051102,0.6856,-0.0033744,0.68443,-0.010486,-1.22E-05,-0.078307,0.14052,0.28383,-0.044453,0.01555,0.015488,0.046285,0.046313,56.534,0.82704,9.39E-06,-0.00071163,0.017888,-0.00071163,0.017888,-0.00016867,0.0042397,-0.00016868,0.0042399,-0.00092695,0.0004898,0.0016459,196.02,196.02,285.58,284.11
1,-0.45,110,4.161,1.8132,162.55,-93.503,-1.365,-221.96,-2.9439,1.2476,1.92E-06,0.44935,1.3937,0.44934,1.389,0.0042254,0.70284,-0.0013867,0.70177,-0.0092357,-1.23E-05,-0.078382,0.13319,0.28338,-0.037698,0.01554,0.015475,0.046347,0.046376,57.342,0.70609,8.35E-06,-0.00065261,0.016904,-0.00065261,0.016904,-0.00015468,0.0040065,-0.00015469,0.0040067,-0.0007569,0.00038235,0.0015181,196.14,196.15,289.48,288.09
1,-0.45,120,4.143,1.8155,169.27,-93.964,-1.3734,-230.8,-2.9577,1.2476,3.18E-06,0.4551,1.3455,0.45509,1.341,-0.078383,0.71534,-0.085738,0.71434,-0.0083754,-1.25E-05,-0.077903,0.12756,0.31132,-0.032787,0.015531,0.015465,0.046397,0.046428,58.546,0.85024,7.44E-06,-0.00060006,0.017928,-0.00060006,0.017928,-0.00014222,0.0042493,-0.00014223,0.0042495,-0.00082838,0.00032124,0.0015813,196.38,196.38,293.78,292.42
