,track,tw,wb,df_scale,drag_scale
404,1,43,65.5,0.5824561403508823,0.7060000000000031
405,1,43,66.5,0.5824561403508823,0.7060000000000031
406,1,43,67.5,0.5824561403508823,0.7060000000000031
407,1,43,68.5,0.5824561403508823,0.7060000000000031
408,1,43,69.5,0.5824561403508823,0.7060000000000031
409,1,43,70.5,0.5824561403508823,0.7060000000000031
410,1,43,71.5,0.5824561403508823,0.7060000000000031
411,1,43,72.5,0.5824561403508823,0.7060000000000031
412,1,43,73.5,0.5824561403508823,0.7060000000000031
413,1,43,74.5,0.5824561403508823,0.7060000000000031
414,1,43,75.5,0.5824561403508823,0.7060000000000031
415,1,43,76.5,0.5824561403508823,0.7060000000000031
416,1,43,77.5,0.5824561403508823,0.7060000000000031
417,1,43,78.5,0.5824561403508823,0.7060000000000031
418,1,43,79.5,0.5824561403508823,0.7060000000000031
419,1,43,80.5,0.5824561403508823,0.7060000000000031
420,1,44,60.5,0.6421052631578992,0.7480000000000027
421,1,44,61.5,0.6421052631578992,0.7480000000000027
422,1,44,62.5,0.6421052631578992,0.7480000000000027
423,1,44,63.5,0.6421052631578992,0.7480000000000027
424,1,44,64.5,0.6421052631578992,0.7480000000000027
425,1,44,65.5,0.6421052631578992,0.7480000000000027
426,1,44,66.5,0.6421052631578992,0.7480000000000027
427,1,44,67.5,0.6421052631578992,0.7480000000000027
428,1,44,68.5,0.6421052631578992,0.7480000000000027
429,1,44,69.5,0.6421052631578992,0.7480000000000027
430,1,44,70.5,0.6421052631578992,0.7480000000000027
431,1,44,71.5,0.6421052631578992,0.7480000000000027
432,1,44,72.5,0.6421052631578992,0.7480000000000027
433,1,44,73.5,0.6421052631578992,0.7480000000000027
434,1,44,74.5,0.6421052631578992,0.7480000000000027
435,1,44,75.5,0.6421052631578992,0.7480000000000027
436,1,44,76.5,0.6421052631578992,0.7480000000000027
437,1,44,77.5,0.6421052631578992,0.7480000000000027
438,1,44,78.5,0.6421052631578992,0.7480000000000027
439,1,44,79.5,0.6421052631578992,0.7480000000000027
440,1,44,80.5,0.6421052631578992,0.7480000000000027
441,1,45,60.5,0.7017543859649165,0.7900000000000023
442,1,45,61.5,0.7017543859649165,0.7900000000000023
443,1,45,62.5,0.7017543859649165,0.7900000000000023
444,1,45,63.5,0.7017543859649165,0.7900000000000023
445,1,45,64.5,0.7017543859649165,0.7900000000000023
446,1,45,65.5,0.7017543859649165,0.7900000000000023
447,1,45,66.5,0.7017543859649165,0.7900000000000023
448,1,45,67.5,0.7017543859649165,0.7900000000000023
449,1,45,68.5,0.7017543859649165,0.7900000000000023
450,1,45,69.5,0.7017543859649165,0.7900000000000023
451,1,45,70.5,0.7017543859649165,0.7900000000000023
452,1,45,71.5,0.7017543859649165,0.7900000000000023
453,1,45,72.5,0.7017543859649165,0.7900000000000023
454,1,45,73.5,0.7017543859649165,0.7900000000000023
455,1,45,74.5,0.7017543859649165,0.7900000000000023
456,1,45,75.5,0.7017543859649165,0.7900000000000023
457,1,45,76.5,0.7017543859649165,0.7900000000000023
458,1,45,77.5,0.7017543859649165,0.7900000000000023
459,1,45,78.5,0.7017543859649165,0.7900000000000023
460,1,45,79.5,0.7017543859649165,0.7900000000000023
461,1,45,80.5,0.7017543859649165,0.7900000000000023
462,1,46,60.5,0.7614035087719333,0.8320000000000018
463,1,46,61.5,0.7614035087719333,0.8320000000000018
464,1,46,62.5,0.7614035087719333,0.8320000000000018
465,1,46,63.5,0.7614035087719333,0.8320000000000018
466,1,46,64.5,0.7614035087719333,0.8320000000000018
467,1,46,65.5,0.7614035087719333,0.8320000000000018
468,1,46,66.5,0.7614035087719333,0.8320000000000018
469,1,46,67.5,0.7614035087719333,0.8320000000000018
470,1,46,68.5,0.7614035087719333,0.8320000000000018
471,1,46,69.5,0.7614035087719333,0.8320000000000018
472,1,46,70.5,0.7614035087719333,0.8320000000000018
473,1,46,71.5,0.7614035087719333,0.8320000000000018
474,1,46,72.5,0.7614035087719333,0.8320000000000018
475,1,46,73.5,0.7614035087719333,0.8320000000000018
476,1,46,74.5,0.7614035087719333,0.8320000000000018
477,1,46,75.5,0.7614035087719333,0.8320000000000018
478,1,46,76.5,0.7614035087719333,0.8320000000000018
479,1,46,77.5,0.7614035087719333,0.8320000000000018
480,1,46,78.5,0.7614035087719333,0.8320000000000018
481,1,46,79.5,0.7614035087719333,0.8320000000000018
482,1,46,80.5,0.7614035087719333,0.8320000000000018
483,1,47,60.5,0.8210526315789501,0.8740000000000014
484,1,47,61.5,0.8210526315789501,0.8740000000000014
485,1,47,62.5,0.8210526315789501,0.8740000000000014
486,1,47,63.5,0.8210526315789501,0.8740000000000014
487,1,47,64.5,0.8210526315789501,0.8740000000000014
488,1,47,65.5,0.8210526315789501,0.8740000000000014
489,1,47,66.5,0.8210526315789501,0.8740000000000014
490,1,47,67.5,0.8210526315789501,0.8740000000000014
491,1,47,68.5,0.8210526315789501,0.8740000000000014
492,1,47,69.5,0.8210526315789501,0.8740000000000014
493,1,47,70.5,0.8210526315789501,0.8740000000000014
494,1,47,71.5,0.8210526315789501,0.8740000000000014
495,1,47,72.5,0.8210526315789501,0.8740000000000014
496,1,47,73.5,0.8210526315789501,0.8740000000000014
